Date,Open,High,Low,Close,Adj Close,Volume,USD to EUR,GDP,NonFarm Payroll,3 month Libor,Unemployment,MILKBFP3,LC1,O 1,LH1,KC1,C1,BCOMXAL,VIX,DJUS,DJUSRE,DJUSCL,DL1,NG1,CO1,S1
5/17/1996,664.849976,669.840027,664.849976,668.909973,668.909973,429140000,#N/A,10998.322,120140,5.49609,7166,12.46,69.625,186.25,74.475,190.4,296.75,#N/A N/A,21.1,186.28,169.33,98.4,#N/A N/A,1.821,18.85,791
5/16/1996,665.419983,667.109985,662.789978,664.849976,664.849976,392070000,#N/A,10998.322,120140,5.48828,7166,11.94,70.075,188.5,74.95,183.1,296,#N/A N/A,21.08,187.2,169.66,99.82,#N/A N/A,1.838,19.35,783.25
5/15/1996,665.599976,669.820007,664.460022,665.419983,665.419983,447790000,#N/A,10998.322,120140,5.48047,7166,11.94,70.225,186,75.025,185.45,292.75,#N/A N/A,20.74,189.68,169.88,102.7,#N/A N/A,1.78,19.58,783.75
5/14/1996,661.51001,666.960022,661.51001,665.599976,665.599976,460440000,#N/A,10998.322,120140,5.5,7166,11.94,69.95,188.5,74.475,174.15,293.25,#N/A N/A,19.98,191.11,170.14,101.74,#N/A N/A,1.78,19.45,791
5/13/1996,652.090027,662.159973,652.090027,661.51001,661.51001,394180000,#N/A,10998.322,120140,5.5,7166,11.94,69.725,179.5,74.65,173.45,289,#N/A N/A,19.84,190.59,169.25,102.7,#N/A N/A,1.78,19.12,776
5/10/1996,645.440002,653,645.440002,652.090027,652.090027,428370000,#N/A,10998.322,120140,5.5,7166,11.94,69.25,179.25,72.95,174.8,291.75,#N/A N/A,20.55,188.8,169.82,102.24,#N/A N/A,1.936,19.79,783
5/9/1996,644.77002,647.950012,643.179993,645.440002,645.440002,404310000,#N/A,10998.322,120140,5.5,7166,11.94,68.7,174.25,73.05,178.45,287,#N/A N/A,21.41,189.26,170.03,102.7,#N/A N/A,1.922,20.08,786
5/8/1996,638.26001,644.789978,630.070007,644.77002,644.77002,495460000,#N/A,10998.322,120140,5.5,7166,11.94,67.775,175.75,72.7,175.3,283.5,#N/A N/A,20.61,191.55,171.06,102.7,#N/A N/A,2.016,20.63,771
5/7/1996,640.809998,641.400024,636.960022,638.26001,638.26001,410770000,#N/A,10998.322,120140,5.5,7166,11.94,66.575,177.5,72.075,168.1,282.75,#N/A N/A,19.7,192.19,171.46,102.7,#N/A N/A,1.964,20.39,779
5/6/1996,641.630005,644.640015,636.190002,640.809998,640.809998,375820000,#N/A,10998.322,120140,.,7166,11.94,66.45,172.25,73.2,177.85,274,#N/A N/A,19.18,190.72,170.82,102.24,#N/A N/A,1.966,20.34,761
5/3/1996,643.380005,648.450012,640.22998,641.630005,641.630005,434010000,#N/A,10998.322,120140,5.52734,7166,11.94,66.45,172.25,73.2,177.85,274,#N/A N/A,19.18,190.72,170.82,102.24,#N/A N/A,1.966,20.49,761
5/2/1996,654.580017,654.580017,642.130005,643.380005,643.380005,442960000,#N/A,10998.322,120140,5.5,7166,11.94,66.35,180.75,74.4,180.05,274.5,#N/A N/A,19.23,191.14,170.35,103.2,#N/A N/A,1.999,20.49,765.5
5/1/1996,654.169983,656.440002,652.26001,654.580017,654.580017,404620000,#N/A,10998.322,120140,5.5,7166,11.94,65.7,185.75,74.425,171.85,273.75,#N/A N/A,19.48,189.12,169.81,104.16,#N/A N/A,2.09,20.52,764.25
4/30/1996,654.159973,654.590027,651.049988,654.169983,654.169983,393390000,#N/A,10998.322,119013,5.48438,7124,11.94,65.65,177.25,73.85,163.55,272.5,#N/A N/A,19.97,186.18,170.1,106.08,#N/A N/A,2.224,21.14,749.75
4/29/1996,653.460022,654.710022,651.599976,654.159973,654.159973,344030000,#N/A,10998.322,119013,5.48438,7124,11.94,65.275,167.5,73.3,158.65,272,#N/A N/A,20.65,185.35,170.1,106.54,#N/A N/A,2.167,21.13,740
4/26/1996,652.869995,656.429993,651.960022,653.460022,653.460022,402530000,#N/A,10998.322,119013,5.48828,7124,11.94,65.625,163.75,74.05,151.05,271,#N/A N/A,18.9,186.56,170.55,106.08,#N/A N/A,2.182,20.95,738
4/25/1996,650.169983,654.179993,647.059998,652.869995,652.869995,462120000,#N/A,10998.322,119013,5.48828,7124,11.94,65.925,160.5,73.7,150.8,268.75,#N/A N/A,20.16,184.61,169.41,106.54,#N/A N/A,2.361,21.69,730
4/24/1996,651.580017,653.369995,648.25,650.169983,650.169983,494220000,#N/A,10998.322,119013,5.48047,7124,11.94,65.55,163.25,74.8,144.55,272.5,#N/A N/A,21.06,184.16,168.89,106.08,#N/A N/A,2.43,22.47,739.5
4/23/1996,647.890015,651.590027,647.700012,651.580017,651.580017,452690000,#N/A,10998.322,119013,5.48438,7124,11.94,65.45,159.25,74.775,147.45,270.5,#N/A N/A,19.43,186.71,169.91,106.08,#N/A N/A,2.497,22.43,737
4/22/1996,645.070007,650.909973,645.070007,647.890015,647.890015,395370000,#N/A,10998.322,119013,5.48438,7124,11.94,65.9,157.5,75.325,145.65,269.5,#N/A N/A,19.58,186.39,170.23,106.54,#N/A N/A,2.313,22.54,736.75
4/19/1996,643.609985,647.320007,643.609985,645.070007,645.070007,435690000,#N/A,10998.322,119013,5.5,7124,11.94,64.75,157.5,74.9,139.4,270.25,#N/A N/A,19.47,186.36,169.3,106.54,#N/A N/A,2.385,22.52,738.25
4/18/1996,641.609985,644.659973,640.76001,643.609985,643.609985,415150000,#N/A,10998.322,119013,5.5,7124,11.34,64.4,160.25,75.6,140.3,273.75,#N/A N/A,19.47,185.74,168.82,106.08,#N/A N/A,2.486,23.18,741.5
4/17/1996,645,645,638.710022,641.609985,641.609985,465200000,#N/A,10998.322,119013,5.5,7124,11.34,63.975,158.25,75.35,144.6,275,#N/A N/A,20.23,183.29,168.23,106.08,#N/A N/A,2.986,22.77,750
4/16/1996,642.48999,645.570007,642.150024,645,645,453310000,#N/A,10998.322,119013,5.5,7124,11.34,64.575,155,76.275,139.5,274.75,#N/A N/A,20.74,181.9,168.36,107.5,#N/A N/A,2.986,22.25,744.5
4/15/1996,636.710022,642.48999,636.710022,642.48999,642.48999,346370000,#N/A,10998.322,119013,5.5,7124,11.34,64.975,154.75,77.175,136.6,275,#N/A N/A,20.16,181.88,168.38,107.04,#N/A N/A,2.986,22.05,749.75
4/12/1996,631.179993,637.140015,631.179993,636.710022,636.710022,413270000,#N/A,10998.322,119013,5.52344,7124,11.34,64.65,155.75,76.95,136.9,272.75,#N/A N/A,19.33,183.17,169.46,106.08,#N/A N/A,2.824,22.26,747.5
4/11/1996,633.5,635.26001,624.140015,631.179993,631.179993,519710000,#N/A,10998.322,119013,5.53516,7124,11.34,64.9,155.75,76.425,140.05,270.25,#N/A N/A,18.47,184.91,170.52,106.54,#N/A N/A,2.794,22.42,741.25
4/10/1996,642.190002,642.780029,631.76001,633.5,633.5,475150000,#N/A,10998.322,119013,5.53516,7124,11.34,65.375,154,75.35,135.3,270.5,#N/A N/A,17.09,186.67,170.23,106.08,#N/A N/A,2.908,22.48,740.5
4/9/1996,644.23999,646.330017,640.840027,642.190002,642.190002,426790000,#N/A,10998.322,119013,5.53125,7124,11.34,65.85,154.75,75.4,129.65,271,#N/A N/A,17.81,185.8,169.94,106.08,#N/A N/A,2.916,22.36,746.75
4/8/1996,655.859985,655.859985,638.039978,644.23999,644.23999,411810000,#N/A,10998.322,119013,.,7124,11.34,66.15,153.25,75.45,129.25,271.75,#N/A N/A,18.6,184.64,169.66,105.58,#N/A N/A,3.07,22.58,746.25
4/4/1996,655.880005,656.679993,654.890015,655.859985,655.859985,383400000,#N/A,10998.322,119013,5.46484,7124,11.34,65.6,157.75,75.75,124,273.25,#N/A N/A,18.63,184.24,169.25,104.16,#N/A N/A,3.257,22.54,748.25
4/3/1996,655.26001,655.890015,651.809998,655.880005,655.880005,386620000,#N/A,10998.322,119013,5.46094,7124,11.34,65.725,158.75,76.3,123.05,273.5,#N/A N/A,19.61,182.91,168.95,103.2,#N/A N/A,3.341,23.59,748.25
4/2/1996,653.72998,655.27002,652.809998,655.26001,655.26001,406640000,#N/A,10998.322,119013,5.46875,7124,11.34,65.85,161.75,77.6,122.6,273.75,#N/A N/A,19.4,182.37,169.08,102.24,#N/A N/A,3.611,23.84,745.5
4/1/1996,645.5,653.869995,645.5,653.72998,653.72998,392120000,#N/A,10998.322,119013,5.46484,7124,11.34,65.975,159.25,77.725,122.2,270.75,#N/A N/A,19.27,182.78,169.02,102.7,#N/A N/A,3.393,23.36,737
3/29/1996,648.940002,650.960022,644.890015,645.5,645.5,413510000,#N/A,10817.896,118175,5.47266,7700,11.34,65.575,160,77.125,118.45,267.25,#N/A N/A,19.84,180.63,168.4,102.24,#N/A N/A,3.254,23.48,736.75
3/28/1996,648.909973,649.580017,646.359985,648.940002,648.940002,370750000,#N/A,10817.896,118175,5.46875,7700,11.34,65.625,159,77.7,119.6,265.5,#N/A N/A,19.63,180.68,167.7,100.32,#N/A N/A,3.316,24.34,729.25
3/27/1996,652.969971,653.940002,647.599976,648.909973,648.909973,406280000,#N/A,10817.896,118175,5.4375,7700,11.34,64.925,157,77.625,119.35,258.25,#N/A N/A,20.91,179.68,167.79,99.36,#N/A N/A,3.481,24.57,699.25
3/26/1996,650.039978,654.309998,648.150024,652.969971,652.969971,400090000,#N/A,10817.896,118175,5.4375,7700,11.34,64.275,158.75,77.65,118.9,259.25,#N/A N/A,20.24,178.27,166.82,102.24,#N/A N/A,3.513,24.8,696
3/25/1996,650.619995,655.5,648.820007,650.039978,650.039978,336700000,#N/A,10817.896,118175,5.4375,7700,11.34,64.325,162.25,78.675,119.35,258.25,#N/A N/A,19.35,179.16,165.84,104.62,#N/A N/A,3.334,24.59,700.25
3/22/1996,649.190002,652.080017,649.190002,650.619995,650.619995,329390000,#N/A,10817.896,118175,5.4375,7700,11.34,65.35,159.75,78.875,114.05,257,#N/A N/A,19.89,177.78,165.13,105.12,#N/A N/A,3.636,24.56,694.5
3/21/1996,649.97998,651.539978,648.099976,649.190002,649.190002,367180000,#N/A,10817.896,118175,5.4375,7700,11.34,65.025,154.25,78.45,116.25,256.5,#N/A N/A,19.13,177.71,164.68,107.04,#N/A N/A,3.106,24.12,698.75
3/20/1996,651.690002,653.130005,645.570007,649.97998,649.97998,409780000,#N/A,10817.896,118175,5.4375,7700,11.34,64.8,155.5,78.7,116.65,258.5,#N/A N/A,21.14,175.18,164.93,107.04,#N/A N/A,2.89,24.22,698.75
3/19/1996,652.650024,656.179993,649.799988,651.690002,651.690002,438300000,#N/A,10817.896,118175,5.4375,7700,11.34,64.975,152,79.225,116.9,258.25,#N/A N/A,20.92,176.46,169.11,106.54,#N/A N/A,2.757,23.81,690.5
3/18/1996,641.429993,652.650024,641.429993,652.650024,652.650024,437100000,#N/A,10817.896,118175,5.4375,7700,11.34,64.975,152,79.225,116.9,258.25,#N/A N/A,20.92,176.38,169.11,106.54,#N/A N/A,2.757,23.81,690.5
3/15/1996,640.869995,642.869995,638.349976,641.429993,641.429993,529970000,#N/A,10817.896,118175,5.42188,7700,11.61,65.875,152.75,79.5,115.95,258.25,#N/A N/A,19.51,178.57,167.53,108.96,#N/A N/A,2.677,23.69,694.25
3/14/1996,638.549988,644.169983,638.549988,640.869995,640.869995,492630000,#N/A,10817.896,118175,5.42188,7700,11.61,64.8,154.25,77.5,116.2,264.5,#N/A N/A,19.13,179.03,166.27,108,#N/A N/A,2.984,23.42,701.5
3/13/1996,637.090027,640.52002,635.190002,638.549988,638.549988,413030000,#N/A,10817.896,118175,5.41406,7700,11.61,65.025,157,76.75,114.75,267,#N/A N/A,18.59,178.79,164.57,107.5,#N/A N/A,3.998,23.39,701.75
3/12/1996,640.02002,640.02002,628.820007,637.090027,637.090027,454980000,#N/A,10817.896,118175,5.41016,7700,11.61,64.95,157,76.1,114.75,266.75,#N/A N/A,18.68,177.76,164.05,106.54,#N/A N/A,3.998,23.39,707
3/11/1996,633.5,640.409973,629.950012,640.02002,640.02002,449500000,#N/A,10817.896,118175,5.41406,7700,11.61,64.95,157,76.1,114.75,266.75,#N/A N/A,18.68,177.76,164.05,106.54,#N/A N/A,3.998,23.39,707
3/8/1996,653.650024,653.650024,627.630005,633.5,633.5,546550000,#N/A,10817.896,118175,5.30859,7700,11.61,64.8,156,75.925,113.1,266.5,#N/A N/A,19.5,176.8,163.38,106.08,#N/A N/A,4.192,23.19,700
3/7/1996,652,653.650024,649.539978,653.650024,653.650024,425790000,#N/A,10817.896,118175,5.30078,7700,11.61,63.575,156.25,76.075,112.15,266.75,#N/A N/A,18.85,177.37,163.18,106.08,#N/A N/A,4.573,23.46,702
3/6/1996,655.789978,656.969971,651.609985,652,652,428220000,#N/A,10817.896,118175,5.29297,7700,11.61,63.4,156.75,75.175,110.2,266,#N/A N/A,18.77,176.75,162.7,103.66,#N/A N/A,4.409,23.98,707.75
3/5/1996,650.809998,655.799988,648.77002,655.789978,655.789978,445700000,#N/A,10817.896,118175,5.25391,7700,11.61,63.425,156.5,75.45,111.9,264.75,#N/A N/A,19.42,173.74,159.83,104.98,#N/A N/A,4.075,23.92,704
3/4/1996,644.369995,653.539978,644.369995,650.809998,650.809998,417270000,#N/A,10817.896,118175,5.28516,7700,11.61,63.25,156.5,75.45,109.9,265.5,#N/A N/A,20.77,172.28,159.51,104.24,#N/A N/A,4.17,23.7,706.5
3/1/1996,640.429993,644.380005,635,644.369995,644.369995,471480000,#N/A,10817.896,118175,5.3125,7700,11.61,63.975,155.5,75.75,109.95,263.5,#N/A N/A,21.99,171.27,159.5,105.87,#N/A N/A,4.467,24.1,711.5
2/29/1996,644.75,646.950012,639.01001,640.429993,640.429993,453170000,#N/A,10817.896,117370,5.30469,7858,11.61,63.875,155.5,76.1,111.2,262.75,#N/A N/A,21.09,173.25,160.27,105.02,#N/A N/A,3.851,23.53,704.25
2/28/1996,647.23999,654.390015,643.98999,644.75,644.75,447790000,#N/A,10817.896,117370,5.26953,7858,11.61,63.7,156,75.4,109.85,264.25,#N/A N/A,20.45,173.66,159.6,106.25,#N/A N/A,3.529,22.52,702.75
2/27/1996,650.460022,650.619995,643.869995,647.23999,647.23999,431340000,#N/A,10817.896,117370,5.25,7858,11.61,62.925,154.25,74.95,108.1,264.5,#N/A N/A,19.68,176.16,158.94,106.39,#N/A N/A,3.493,22.15,691.5
2/26/1996,659.080017,659.080017,650.159973,650.460022,650.460022,399330000,#N/A,10817.896,117370,5.25,7858,11.61,62.75,153,75.85,108.2,263.75,#N/A N/A,17.88,177.72,159.85,108.63,#N/A N/A,3.396,23.29,685
2/23/1996,658.859985,663,652.25,659.080017,659.080017,443130000,#N/A,10817.896,117370,5.25,7858,11.61,62.9,153.5,77.525,105.6,264.5,#N/A N/A,17.75,178.27,158.53,107.71,#N/A N/A,3.222,24.1,688.75
2/22/1996,648.099976,659.75,648.099976,658.859985,658.859985,485470000,#N/A,10817.896,117370,5.26953,7858,11.61,62.675,155,76.975,103.25,266,#N/A N/A,18.82,175.8,156.61,104.42,#N/A N/A,3.487,24.54,696
2/21/1996,640.650024,648.109985,640.650024,648.099976,648.099976,431220000,#N/A,10817.896,117370,5.29297,7858,11.61,63.575,154,77.175,103.45,267,#N/A N/A,18.14,177.02,156.97,104.82,#N/A N/A,3.784,24.63,702
2/20/1996,647.97998,647.97998,638.789978,640.650024,640.650024,395910000,#N/A,10817.896,117370,5.25,7858,11.61,62.9,152.75,76.875,104.2,263.25,#N/A N/A,17.93,177.22,156.44,105.6,#N/A N/A,3.505,23.78,697
2/16/1996,651.320007,651.419983,646.98999,647.97998,647.97998,445570000,#N/A,10817.896,117370,5.25,7858,11.61,63.875,155.25,77.775,105.1,263,#N/A N/A,18.68,177.9,156.42,106.1,#N/A N/A,3.364,23.77,699
2/15/1996,655.580017,656.840027,651.150024,651.320007,651.320007,415320000,#N/A,10817.896,117370,5.25,7858,11.61,64.225,153.75,78.775,106.05,265.75,#N/A N/A,17.93,179.41,155.46,106.33,#N/A N/A,3.246,23.62,703.5
2/14/1996,660.51001,661.530029,654.359985,655.580017,655.580017,421790000,#N/A,10817.896,117370,5.25,7858,14.13,67.025,150,59.175,116.25,270.75,#N/A N/A,17.14,179.33,154.61,107.09,#N/A N/A,3.497,22.77,712.75
2/13/1996,661.450012,664.22998,657.919983,660.51001,660.51001,441540000,#N/A,10817.896,117370,5.25,7858,14.13,66.8,151.75,59.275,116.25,272,#N/A N/A,16.96,178.88,154.22,106.59,#N/A N/A,3.497,22.6,715.25
2/12/1996,656.369995,662.950012,656.340027,661.450012,661.450012,397890000,#N/A,10817.896,117370,5.25781,7858,14.13,66.8,151.75,59.275,116.25,272,#N/A N/A,16.96,178.88,154.22,106.59,#N/A N/A,3.497,22.72,715.25
2/9/1996,656.070007,661.080017,653.640015,656.369995,656.369995,477640000,#N/A,10817.896,117370,5.27734,7858,14.13,66.1,153.75,59.1,117.15,273.25,#N/A N/A,16.97,178.88,153.22,106.35,#N/A N/A,3.581,22.74,713
2/8/1996,649.929993,656.539978,647.929993,656.070007,656.070007,474970000,#N/A,10817.896,117370,5.30469,7858,14.13,65.825,154.75,58.65,117.75,274.75,#N/A N/A,15.91,179.23,153.85,106.41,#N/A N/A,3.494,22.62,708
2/7/1996,646.330017,649.929993,645.590027,649.929993,649.929993,462730000,#N/A,10817.896,117370,5.30078,7858,14.13,66.975,156.25,58.05,118.25,272.5,#N/A N/A,14.92,177.33,153.07,103.5,#N/A N/A,3.437,23.03,709.5
2/6/1996,641.429993,646.669983,639.679993,646.330017,646.330017,465940000,#N/A,10817.896,117370,5.3125,7858,14.13,66.525,157.25,57.425,117.25,272.5,#N/A N/A,15.77,175.94,153.27,103.54,#N/A N/A,3.901,23.13,706
2/5/1996,635.840027,641.429993,633.710022,641.429993,641.429993,377760000,#N/A,10817.896,117370,5.3125,7858,14.13,67.275,155.5,58.3,120.75,270,#N/A N/A,15.94,176.27,154.14,102.85,#N/A N/A,3.627,22.54,707
2/2/1996,638.460022,639.26001,634.289978,635.840027,635.840027,420020000,#N/A,10817.896,117370,5.3125,7858,14.13,67.75,151.25,58.45,122.25,265.25,#N/A N/A,15.23,175.89,153.5,104.84,#N/A N/A,3.306,23.38,695.5
2/1/1996,636.02002,638.460022,634.539978,638.460022,638.460022,461430000,#N/A,10817.896,117370,5.3125,7858,14.13,68.075,153.75,58.3,119.55,266,#N/A N/A,15.12,174.82,153.3,104.84,#N/A N/A,2.978,22.87,703.25
1/31/1996,630.150024,636.179993,629.47998,636.02002,636.02002,472210000,#N/A,10817.896,116431,5.375,8270,14.13,68.9,156.25,58.675,122.5,269.5,#N/A N/A,14.36,175.03,152.91,103.58,#N/A N/A,2.908,23.3,696.75
1/30/1996,624.219971,630.289978,624.219971,630.150024,630.150024,464350000,#N/A,10817.896,116431,5.42578,8270,14.13,68.575,156.75,58.825,121.6,271.25,#N/A N/A,13.79,174.83,152.81,105.26,#N/A N/A,2.787,23.81,688.25
1/29/1996,621.619995,624.219971,621.419983,624.219971,624.219971,363330000,#N/A,10817.896,116431,5.44141,8270,14.13,67.8,159.25,57.4,118.5,271.75,#N/A N/A,14.89,173.75,152.51,103.5,#N/A N/A,2.645,23.89,690.5
1/26/1996,617.030029,621.700012,615.26001,621.619995,621.619995,385700000,#N/A,10817.896,116431,5.5,8270,14.13,67.675,160.75,58.3,118.2,268,#N/A N/A,15.36,173.41,153.41,103.14,#N/A N/A,2.646,22.83,686.25
1/25/1996,619.960022,620.150024,616.619995,617.030029,617.030029,453270000,#N/A,10817.896,116431,5.5,8270,14.13,67.525,157.75,58,119.95,268.25,#N/A N/A,14.04,173.84,153.17,103.68,#N/A N/A,2.733,23.01,677
1/24/1996,612.789978,619.960022,612.789978,619.960022,619.960022,476380000,#N/A,10817.896,116431,5.5,8270,14.13,66.725,157.5,57.5,125.85,267.5,#N/A N/A,15.78,173.56,152.9,102.72,#N/A N/A,2.669,22.98,685
1/23/1996,613.400024,613.400024,610.650024,612.789978,612.789978,416910000,#N/A,10817.896,116431,5.5,8270,14.13,66.575,158,56.75,127.35,264.5,#N/A N/A,17.21,172.94,152.37,103.54,#N/A N/A,2.643,22.21,685.75
1/22/1996,611.830017,613.450012,610.950012,613.400024,613.400024,398040000,#N/A,10817.896,116431,5.5,8270,14.13,67.075,157.5,56.7,124.3,260,#N/A N/A,16.97,172.15,152.5,98.89,#N/A N/A,2.684,22.15,682.5
1/19/1996,608.23999,612.919983,606.76001,611.830017,611.830017,497720000,#N/A,10817.896,116431,5.5,8270,14.13,67.025,155.75,56.3,118.85,258.5,#N/A N/A,17.65,169.63,151.3,95.68,#N/A N/A,2.674,22.19,672.75
1/18/1996,606.369995,608.27002,604.119995,608.23999,608.23999,450410000,#N/A,10817.896,116431,5.54688,8270,14.13,67.225,158.75,55.925,117.75,261.75,#N/A N/A,18.04,168.01,150.49,97.18,#N/A N/A,2.573,22.28,670.75
1/17/1996,608.440002,609.929993,604.700012,606.369995,606.369995,458720000,#N/A,10817.896,116431,5.55859,8270,14.13,67.125,157.75,55.9,117.25,263,#N/A N/A,17.89,167.5,150.45,98.18,#N/A N/A,2.662,22.5,666.5
1/16/1996,599.820007,608.440002,599.049988,608.440002,608.440002,425220000,#N/A,10817.896,116431,5.5625,8270,14.13,66.675,158.25,54.35,117.2,266,#N/A N/A,18.11,167.78,149.69,99.21,#N/A N/A,2.728,22.67,667.75
1/15/1996,601.809998,603.429993,598.469971,599.820007,599.820007,306180000,#N/A,10817.896,116431,5.57422,8270,15.37,66.85,161.5,55,119.15,270.25,#N/A N/A,18.48,166.71,148.68,97.74,#N/A N/A,2.864,23.57,689.5
1/12/1996,602.690002,604.799988,597.460022,601.809998,601.809998,383400000,#N/A,10817.896,116431,5.59766,8270,15.37,66.675,164.5,54.1,116.35,274.5,#N/A N/A,18.28,166.74,149.09,99.71,#N/A N/A,2.795,23.74,698.5
1/11/1996,598.47998,602.710022,597.539978,602.690002,602.690002,408800000,#N/A,10817.896,116431,5.60938,8270,15.37,66.675,167,53.925,119.1,275.25,#N/A N/A,18.34,166.12,149.54,98.98,#N/A N/A,2.731,24.18,702.25
1/10/1996,609.450012,609.450012,597.289978,598.47998,598.47998,496830000,#N/A,10817.896,116431,5.58984,8270,15.37,65.8,164.75,52.4,116,275.25,#N/A N/A,17.29,167.06,149.89,98.63,#N/A N/A,2.652,24.22,700.5
1/9/1996,618.460022,619.150024,608.210022,609.450012,609.450012,417400000,#N/A,10817.896,116431,5.59766,8270,15.37,65.8,167.5,52.1,117.45,278,#N/A N/A,16.89,167.41,149.67,98.67,#N/A N/A,2.485,23.75,696.5
1/8/1996,616.710022,618.460022,616.48999,618.460022,618.460022,130360000,#N/A,10817.896,116431,5.60156,8270,15.37,65.95,173.25,52.325,119.3,282.75,#N/A N/A,16.45,168.27,149.27,94.49,#N/A N/A,2.575,24.07,698.5
1/5/1996,617.700012,617.700012,612.02002,616.710022,616.710022,437110000,#N/A,10817.896,116431,5.60547,8270,15.37,65.1,175.75,52.1,117.6,279.5,#N/A N/A,16.4,168.23,148.9,93.25,#N/A N/A,2.625,24.66,689
1/4/1996,621.320007,624.48999,613.960022,617.700012,617.700012,512580000,#N/A,10817.896,116431,5.60547,8270,15.37,64.9,177.25,53.55,113,279,#N/A N/A,15.98,169.26,148.93,94.58,#N/A N/A,2.482,24.64,680.5
1/3/1996,620.72998,623.25,619.559998,621.320007,621.320007,468950000,#N/A,10817.896,116431,5.625,8270,15.37,65.35,174.75,54.3,109.1,280.25,#N/A N/A,15.08,169.63,148.78,94.52,#N/A N/A,2.4,24.53,682
1/2/1996,615.929993,620.73999,613.169983,620.72998,620.72998,364180000,#N/A,10817.896,116431,5.625,8270,15.37,65.4,172,54.675,109.9,283.25,#N/A N/A,15.41,168.95,149.1,95.44,#N/A N/A,2.428,24.19,688.5
12/29/1995,614.119995,615.929993,612.359985,615.929993,615.929993,321250000,#N/A,10737.478,119130,5.625,6872,15.37,65.275,172,54.25,112.2,283.25,#N/A N/A,15.6,168.41,148.48,95.42,#N/A N/A,2.437,24.83,691
12/28/1995,614.530029,615.5,612.400024,614.119995,614.119995,288660000,#N/A,10737.478,119130,5.62891,6872,15.37,64.7,173.5,55,114.2,286.5,#N/A N/A,15.83,168.23,148.41,95.88,#N/A N/A,2.464,24.73,692.5
12/27/1995,614.299988,615.72998,613.75,614.530029,614.530029,252300000,#N/A,10737.478,119130,5.6875,6872,15.37,64.625,170.25,54.2,115.1,286.5,#N/A N/A,15.13,168.53,148.79,96.12,#N/A N/A,2.3,24.86,688.5
12/26/1995,611.960022,614.5,611.960022,614.299988,614.299988,217280000,#N/A,10737.478,119130,.,6872,15.37,65.625,169.5,55.5,116.3,283.75,#N/A N/A,15.07,167.7,148.31,95.86,#N/A N/A,2.347,23.98,700.25
12/22/1995,610.48999,613.5,610.450012,611.950012,611.950012,289600000,#N/A,10737.478,119130,5.67969,6872,15.37,65.725,176.75,56.65,114.9,290,#N/A N/A,16.26,166.39,148,96.12,#N/A N/A,2.371,23.59,730.25
12/21/1995,605.940002,610.52002,605.940002,610.48999,610.48999,415810000,#N/A,10737.478,119130,5.67969,6872,15.37,65.625,182.25,57.6,113.55,293.75,#N/A N/A,16.09,166.81,148.42,97.39,#N/A N/A,2.47,24.27,738.25
12/20/1995,611.929993,614.27002,605.929993,605.940002,605.940002,437680000,#N/A,10737.478,119130,5.66797,6872,15.37,66.2,182.5,57.925,112.5,296.5,#N/A N/A,15.58,167.72,148.83,97.77,#N/A N/A,2.438,24.58,736.5
12/19/1995,606.809998,611.940002,605.049988,611.929993,611.929993,478280000,#N/A,10737.478,119130,5.8125,6872,15.37,66.4,176.75,57.45,112.7,292.75,#N/A N/A,15.11,168.61,148.82,97.85,#N/A N/A,2.369,24.49,734.25
12/18/1995,616.340027,616.340027,606.130005,606.809998,606.809998,426270000,#N/A,10737.478,119130,5.8125,6872,15.37,66.025,172,57.85,109.8,289.5,#N/A N/A,14.8,168.26,148.41,98.37,#N/A N/A,2.396,23.85,727.25
12/15/1995,616.919983,617.719971,614.460022,616.340027,616.340027,636800000,#N/A,10737.478,119130,5.8125,6872,15.37,66.3,170,58.375,107.45,292,#N/A N/A,16.77,166.29,147.88,96.66,#N/A N/A,2.346,23.74,737.5
12/14/1995,621.690002,622.880005,616.130005,616.919983,616.919983,465300000,#N/A,10737.478,119130,5.8125,6872,15.37,67.8,174.75,58.175,105.4,292.75,#N/A N/A,16.78,166.57,147.22,98.15,#N/A N/A,2.18,23.1,742
12/13/1995,618.780029,622.02002,618.27002,621.690002,621.690002,415290000,#N/A,10737.478,119130,5.8125,6872,15.37,68.075,171,57.15,104.75,296,#N/A N/A,17.05,165.33,146.9,97.43,#N/A N/A,2.185,23.07,749.25
12/12/1995,619.52002,619.549988,617.679993,618.780029,618.780029,349860000,#N/A,10737.478,119130,5.8125,6872,15.37,73.325,164.5,57.7,102.95,296.75,#N/A N/A,16.95,165.27,146.78,96.78,#N/A N/A,2.214,23.21,758
12/11/1995,617.47998,620.900024,617.140015,619.52002,619.52002,342070000,#N/A,10737.478,119130,5.8125,6872,14.94,73.35,165.5,57.2,105.25,303.25,#N/A N/A,16.1,164.94,146.94,91.15,#N/A N/A,2.181,23.45,783.25
12/8/1995,616.169983,617.820007,614.320007,617.47998,617.47998,327900000,#N/A,10737.478,119130,5.80859,6872,14.94,73.1,166.25,57.375,105.7,306,#N/A N/A,16.11,164.87,147.13,90.41,#N/A N/A,1.828,22.93,790.75
12/7/1995,620.179993,620.190002,615.210022,616.169983,616.169983,379260000,#N/A,10737.478,119130,5.80859,6872,14.94,73.175,170.75,57.1,106.45,312.25,#N/A N/A,16.22,164.63,146.67,93.11,#N/A N/A,1.828,23.2,795.75
